#
# quests.txt
#
# format of each line is:
#
#   location, description, gvar_index, display_threshold, completed_threshold
#
# where:
#
#   location is the number of the message in map.msg describing the location
#
#   description is the number of the message in quest.msg with the quest description.
#
#   gvar_index is the GVAR_* number for the variable controlling the quest.
#
#   display_threshold is the minimum value that the gvar must be for this quest
#     to be displayed in the pipboy.
#
#   completed_threshold is the minimum value that the gvar must be for this quest
#     to be shown as completed in the pipboy.
#


#########################
# TARTAR Quests
#########################
# GVAR_Q_PETS_HELPER
# GVAR_Q_HEAL_KHALA
1507, 701, 180, 1, 2
# GVAR_Q_FIND_MISSING_JACKAL
1507, 702, 181, 1, 2

#########################
# FREDS HOUSE Quests
#########################
# GVAR_Q_FIND_ALL_MINES
1508, 800, 182, 1, 7
# GVAR_Q_KILL_BESTIAS
1508, 801, 183, 1, 2

#########################
# OLYMPUS TOWER Quests 1/2
#########################
# GVAR_Q_HANDON_CHIMERA
1512, 900, 188, 1, 3
# GVAR_Q_KILL_ZOTCHKISS
1512, 901, 189, 1, 2
# GVAR_Q_BRING_BARAKA
1512, 902, 190, 1, 2
# GVAR_Q_BRING_LUDVIG_SHVAINE
1512, 903, 191, 1, 2
# GVAR_Q_BE_A_DEFENDER
1512, 904, 192, 1, 2
# GVAR_Q_REPROGRAMMING
1512, 905, 193, 1, 2
# GVAR_Q_KILL_ANDERSSON
1512, 906, 194, 1, 2
# GVAR_Q_USE_THE_POWER
1506, 907, 195, 1, 2

#########################
# OLYMPUS TOWER Quests 2/2
#########################
# GVAR_Q_KELLY_FOR_JOKE
1540, 908, 422, 1, 2
# GVAR_Q_CLONE_FOR_MORO
1540, 909, 423, 1, 2
# GVAR_Q_ENERGYCELL
1540, 910, 424, 1, 2
# GVAR_Q_BEATRISS_FOR_DICK
1540, 911, 425, 1, 2
# GVAR_Q_SPECIAL_ESSENCE
1540, 912, 426, 1, 2
# GVAR_Q_NEW_ARMOR
1540, 913, 427, 1, 2
